0c337c09-bb13-4d17-b609-ed778b30f880,"{""clientId"": ""0c337c09-bb13-4d17-b609-ed778b30f880"", ""activeCategories"": [""BILLING""]}"
1b9f8c9d-8b04-42fb-a7f5-ec6740311bec,"{""clientId"": ""1b9f8c9d-8b04-42fb-a7f5-ec6740311bec"", ""activeCategories"": [""BILLING""]}"
76d14929-a41d-46a3-88a2-73b7500f1eb5,"{""clientId"": ""76d14929-a41d-46a3-88a2-73b7500f1eb5"", ""activeCategories"": [""ACCOUNT_ISSUE""]}"
640c0e42-81c2-4588-bda7-c24d6773c5e1,"{""clientId"": ""640c0e42-81c2-4588-bda7-c24d6773c5e1"", ""activeCategories"": [""ACCOUNT_ISSUE"", ""TECH_SUPPORT""]}"
77532a8d-b1ce-43d0-b559-1bcabe63ea00,"{""clientId"": ""77532a8d-b1ce-43d0-b559-1bcabe63ea00"", ""activeCategories"": [""DELIVERY"", ""TECH_SUPPORT""]}"
52e9f955-0561-421c-8f1c-b2de7471944a,"{""clientId"": ""52e9f955-0561-421c-8f1c-b2de7471944a"", ""activeCategories"": []}"
1f14a5ec-218c-4c11-8e4e-1bc888d897b2,"{""clientId"": ""1f14a5ec-218c-4c11-8e4e-1bc888d897b2"", ""activeCategories"": [""TECH_SUPPORT"", ""BILLING""]}"
f65959fe-8761-44d4-b226-0caa323b7763,"{""clientId"": ""f65959fe-8761-44d4-b226-0caa323b7763"", ""activeCategories"": []}"
ffab1359-0889-43a0-a552-22c18fb221cf,"{""clientId"": ""ffab1359-0889-43a0-a552-22c18fb221cf"", ""activeCategories"": [""DELIVERY"", ""BILLING""]}"
6498d229-2f84-4bbd-b96b-6b28329afc65,"{""clientId"": ""6498d229-2f84-4bbd-b96b-6b28329afc65"", ""activeCategories"": [""DELIVERY""]}"
b7b027c2-55ba-4136-a29b-67d9afab5bc8,"{""clientId"": ""b7b027c2-55ba-4136-a29b-67d9afab5bc8"", ""activeCategories"": [""ACCOUNT_ISSUE""]}"
2e73cd44-f655-4513-aa07-7c7b3b814c37,"{""clientId"": ""2e73cd44-f655-4513-aa07-7c7b3b814c37"", ""activeCategories"": [""TECH_SUPPORT""]}"
468fb891-7f7c-43df-a2f7-1fb2d23044ff,"{""clientId"": ""468fb891-7f7c-43df-a2f7-1fb2d23044ff"", ""activeCategories"": []}"
6b148edb-df6c-4e6a-9118-2167c3a1537f,"{""clientId"": ""6b148edb-df6c-4e6a-9118-2167c3a1537f"", ""activeCategories"": [""TECH_SUPPORT""]}"
33611d0b-be65-4970-be8e-04e59a55396c,"{""clientId"": ""33611d0b-be65-4970-be8e-04e59a55396c"", ""activeCategories"": []}"
8cded04c-9e80-468e-9c95-750bf0114d21,"{""clientId"": ""8cded04c-9e80-468e-9c95-750bf0114d21"", ""activeCategories"": [""TECH_SUPPORT"", ""DELIVERY""]}"
47debeb0-2508-40d4-94dd-01b99d3e2812,"{""clientId"": ""47debeb0-2508-40d4-94dd-01b99d3e2812"", ""activeCategories"": [""ACCOUNT_ISSUE"", ""TECH_SUPPORT""]}"
f1fa4417-8ea8-43c8-9a1b-11ee3481a7f2,"{""clientId"": ""f1fa4417-8ea8-43c8-9a1b-11ee3481a7f2"", ""activeCategories"": [""BILLING""]}"
04623ddf-1bc9-4c42-86f4-6339cb3a5018,"{""clientId"": ""04623ddf-1bc9-4c42-86f4-6339cb3a5018"", ""activeCategories"": []}"
90b2b36c-1fec-424e-a4d2-5cdec078a612,"{""clientId"": ""90b2b36c-1fec-424e-a4d2-5cdec078a612"", ""activeCategories"": [""DELIVERY""]}"
385936e8-2322-46a1-995f-92bccee2d0c9,"{""clientId"": ""385936e8-2322-46a1-995f-92bccee2d0c9"", ""activeCategories"": []}"
4c08a49e-a087-41d2-bcc6-8125e3466b5e,"{""clientId"": ""4c08a49e-a087-41d2-bcc6-8125e3466b5e"", ""activeCategories"": [""ACCOUNT_ISSUE""]}"
96dc9ca7-ff1b-4b7c-a31c-e28124b583af,"{""clientId"": ""96dc9ca7-ff1b-4b7c-a31c-e28124b583af"", ""activeCategories"": [""ACCOUNT_ISSUE"", ""DELIVERY""]}"
098027a4-d700-4909-8450-6a8aaf8546e9,"{""clientId"": ""098027a4-d700-4909-8450-6a8aaf8546e9"", ""activeCategories"": [""BILLING""]}"
37d37d72-1962-411f-9202-c4c652a6e682,"{""clientId"": ""37d37d72-1962-411f-9202-c4c652a6e682"", ""activeCategories"": []}"
e0e09598-8f7d-42af-97c0-a03f6786e56c,"{""clientId"": ""e0e09598-8f7d-42af-97c0-a03f6786e56c"", ""activeCategories"": [""ACCOUNT_ISSUE""]}"
d7e73ce3-6980-41ed-a8c1-141834e63b84,"{""clientId"": ""d7e73ce3-6980-41ed-a8c1-141834e63b84"", ""activeCategories"": []}"
aafa46b8-c03c-4123-bdb1-1f0f5427249d,"{""clientId"": ""aafa46b8-c03c-4123-bdb1-1f0f5427249d"", ""activeCategories"": []}"
387e6245-9287-4f5e-8f25-ee740f0e8110,"{""clientId"": ""387e6245-9287-4f5e-8f25-ee740f0e8110"", ""activeCategories"": []}"
6e2dc174-2065-4dde-bc7b-32c0f6dbe02a,"{""clientId"": ""6e2dc174-2065-4dde-bc7b-32c0f6dbe02a"", ""activeCategories"": [""ACCOUNT_ISSUE""]}"
458e6d5f-f6c4-4de8-a838-6db1a1070828,"{""clientId"": ""458e6d5f-f6c4-4de8-a838-6db1a1070828"", ""activeCategories"": []}"
1196d382-5282-48bd-8f3e-d09ddb615a21,"{""clientId"": ""1196d382-5282-48bd-8f3e-d09ddb615a21"", ""activeCategories"": [""DELIVERY"", ""ACCOUNT_ISSUE""]}"
f268be01-77ed-4f9b-baf4-02848c687d6f,"{""clientId"": ""f268be01-77ed-4f9b-baf4-02848c687d6f"", ""activeCategories"": [""DELIVERY""]}"
db06409a-7bdc-4372-869f-2e12f6b57d16,"{""clientId"": ""db06409a-7bdc-4372-869f-2e12f6b57d16"", ""activeCategories"": [""BILLING""]}"
a17f069f-7f7c-4e14-8a33-64efa5b64bac,"{""clientId"": ""a17f069f-7f7c-4e14-8a33-64efa5b64bac"", ""activeCategories"": []}"
a7b2f208-8b7d-458b-ba16-59c6c026bf3e,"{""clientId"": ""a7b2f208-8b7d-458b-ba16-59c6c026bf3e"", ""activeCategories"": [""DELIVERY""]}"
318002b7-aad0-46fa-9e82-9035dea008b6,"{""clientId"": ""318002b7-aad0-46fa-9e82-9035dea008b6"", ""activeCategories"": [""TECH_SUPPORT"", ""ACCOUNT_ISSUE""]}"
01c5366e-af3f-4079-9ea2-7f872c98914a,"{""clientId"": ""01c5366e-af3f-4079-9ea2-7f872c98914a"", ""activeCategories"": [""BILLING"", ""ACCOUNT_ISSUE""]}"
ef4e1aba-2738-4776-a093-f5a833f3816a,"{""clientId"": ""ef4e1aba-2738-4776-a093-f5a833f3816a"", ""activeCategories"": [""DELIVERY"", ""BILLING""]}"
f7e1592a-b69d-428f-8b23-18026f632bc7,"{""clientId"": ""f7e1592a-b69d-428f-8b23-18026f632bc7"", ""activeCategories"": []}"
5400b57b-0cde-42f9-b9d3-fa4eeec3922c,"{""clientId"": ""5400b57b-0cde-42f9-b9d3-fa4eeec3922c"", ""activeCategories"": []}"
77a0dece-c42b-417a-8387-90d661eda5da,"{""clientId"": ""77a0dece-c42b-417a-8387-90d661eda5da"", ""activeCategories"": [""DELIVERY"", ""ACCOUNT_ISSUE""]}"
b98d0e85-9406-4ed2-a909-c74e59e9df22,"{""clientId"": ""b98d0e85-9406-4ed2-a909-c74e59e9df22"", ""activeCategories"": [""ACCOUNT_ISSUE"", ""BILLING""]}"
eef3d652-cee9-40ff-8796-1c2784c2cca3,"{""clientId"": ""eef3d652-cee9-40ff-8796-1c2784c2cca3"", ""activeCategories"": []}"
c10c8a56-019a-4787-9651-2a79581da5ac,"{""clientId"": ""c10c8a56-019a-4787-9651-2a79581da5ac"", ""activeCategories"": [""DELIVERY""]}"
5b440dc6-220d-43bc-847a-61e19791224f,"{""clientId"": ""5b440dc6-220d-43bc-847a-61e19791224f"", ""activeCategories"": [""DELIVERY"", ""TECH_SUPPORT""]}"
faf47ddb-8b9e-4a71-8dea-c6fe356c0269,"{""clientId"": ""faf47ddb-8b9e-4a71-8dea-c6fe356c0269"", ""activeCategories"": [""DELIVERY"", ""ACCOUNT_ISSUE""]}"
d371d1cb-dfa6-4565-acb7-fd87aa74f897,"{""clientId"": ""d371d1cb-dfa6-4565-acb7-fd87aa74f897"", ""activeCategories"": [""TECH_SUPPORT""]}"
d88a1a9f-948e-45d6-a8c4-c4f22b831d7c,"{""clientId"": ""d88a1a9f-948e-45d6-a8c4-c4f22b831d7c"", ""activeCategories"": []}"
b671605a-124f-4fa8-87ab-5958b84e7565,"{""clientId"": ""b671605a-124f-4fa8-87ab-5958b84e7565"", ""activeCategories"": [""ACCOUNT_ISSUE"", ""BILLING""]}"
